EntryDate,EntryPrice,ExitDate,ExitPrice,R,Qty,Pnl
2024-04-25,1330.55,2024-05-24,1416.1,2.0260509177027752,23,1967.649999999999
2025-11-13,1225.2,2025-12-11,1272.7,1.9573215599705691,41,1947.5
2024-05-14,1284.3,2024-06-11,1427.25,3.689712389380522,25,3573.750000000001
2025-07-23,1943.8,2025-08-21,1929.9,-0.28600823045267126,20,-277.99999999999727
2025-09-30,5991.0,2025-10-30,5859.5,-0.8270440251572327,6,-789.0
2025-10-03,5992.5,2025-11-03,5820.5,-1.1325102880658435,6,-1032.0
2025-10-06,6011.0,2025-11-04,5892.5,-0.7753242201191748,6,-711.0
2024-07-05,1509.9,2024-08-05,1515.05,0.13854061584281718,26,133.89999999999645
2024-10-31,5889.65,2024-12-02,6255.35,1.8889288580204304,5,1828.5000000000036
2024-11-01,5903.55,2024-12-03,6210.55,1.636585180108144,5,1535.0
2024-11-04,5901.75,2024-12-04,6256.5,2.0759922252178833,5,1773.75
2025-11-26,6510.0,2023-12-26,4040.4,-13.066666666666666,5,-12348.0
2024-07-05,4737.3,2024-08-05,4675.75,-0.45841811967176266,7,-430.8500000000013
2024-07-08,4754.45,2024-08-06,4653.9,-0.7515549504818338,7,-703.8500000000013
2025-01-22,5009.7,2025-02-18,4719.4,-1.7823093452615901,6,-1741.800000000001
2025-05-12,5520.0,2025-06-09,5391.0,-0.5844660194174768,4,-516.0
2025-09-11,2799.0,2025-10-10,2811.0,0.17629466393829707,14,168.0
2024-09-24,720.7,2024-10-23,723.75,0.13361495736524862,43,131.14999999999804
2024-07-02,5567.1,2024-07-31,5488.45,-0.38748273465473915,4,-314.6000000000022
2024-07-04,5558.35,2024-08-02,5274.2,-1.43254289778354,5,-1420.7500000000027
2024-07-05,5558.05,2024-08-05,5183.9,-1.779351693799739,4,-1496.6000000000022
2024-09-13,673.25,2024-10-14,743.0,3.106657122405151,44,3069.0
2025-07-17,674.55,2025-08-14,695.25,1.058920252123873,51,1055.7000000000023
2024-05-18,1130.75,2024-06-18,1122.85,-0.2767767767767794,35,-276.5000000000032
2024-05-21,1120.95,2024-06-19,1144.45,0.8398749122471104,35,822.5
2024-10-15,1255.5,2024-11-12,1270.6,0.4148148148148116,27,407.69999999999754
2025-08-21,1446.0,2025-09-19,1402.2,-1.734408145948241,39,-1708.1999999999982
2024-09-11,1789.25,2024-10-10,1876.1,2.7015497417097025,31,2692.349999999997
2025-06-06,12462.0,2025-07-04,12646.0,0.5679012345679012,3,552.0
2025-11-10,1262.9,2025-12-08,1214.8,-1.710222222222227,35,-1683.5000000000048
2024-03-27,331.6,2024-04-29,363.0,1.9576931641059887,62,1946.7999999999986
2024-08-22,403.35,2024-09-19,423.95,1.5204955845525236,73,1503.7999999999975
2024-08-23,401.95,2024-09-20,423.95,1.7132526769573102,77,1694.0
2024-10-21,425.0,2024-11-19,366.7,-3.7003286863878557,63,-3672.9000000000005
2024-07-04,176.29,2024-08-02,158.22,-3.676767676767669,203,-3668.2099999999987
2024-03-14,259.0,2024-04-16,224.2,-3.812206572769952,109,-3793.200000000001
