Date,Symbol,Strategy,InstrumentToken,Qty,ENTRY_trigger_type,ENTRY_trigger_price,STOPLOSS_trigger_price,TARGET_trigger_price,R,ATR14,RSI14,RSI_Above50,RSI_Overbought,MACD_Line,MACD_Signal,MACD_Hist,MACD_CrossUp,MACD_AboveZero,RSI_MACD_Confirm_D,RSI_MACD_Confirmations_OK,RSI_MACD_Notes,RSI14_Status,GoldenBull_Flag,GoldenBear_Flag,GoldenBull_Date,GoldenBear_Date,Trend_OK,RS_Leader_Flag,Notes,Explanation,DecisionConfidence,CI_low,CI_high,OOS_WinRate,OOS_ExpectancyR,Trades_OOS,CoverageNote,Confidence_Reason,Ensemble_Count,Ensemble_PassedModules,PlaceGTT,NoTradeReason,Audit_Flag,Issues,Fix_Suggestion,Pivot_Source,Entry_Logic,Stop_Logic,Target_Logic,Latest_Close,Latest_LTP,Delta_vs_Pivot_pct,Canonical_Entry,Canonical_Stop,Canonical_Target,ATR_Used,Risk_Amount,Audit_Flag,Issues,Fix_Suggestion,Pivot_Source,Entry_Logic,Stop_Logic,Target_Logic,Latest_Close,Latest_LTP,Delta_vs_Pivot_pct,Canonical_Entry,Canonical_Stop,Canonical_Target,ATR_Used,Risk_Amount
2025-12-23,DIVISLAB,CompositeScore,,5,BELOW,6408.34,6216.66,6791.7,2.0,127.786,54.01,True,False,-24.7051,-27.9632,3.2581,True,False,False,False,RSI/MACD fail,Neutral,0,0,2024-08-07,,0,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=6408.34 (BELOW), Stop=6216.66 (ATR×1.5), Target=6791.70 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (6478.50),Stop 1.5x ATR below entry (ATR=127.79),Target 2.0R from entry (Risk=191.70),6478.5,6478.5,-1.0829667361271875,6478.5,6286.8,6861.900000000001,127.78571428571428,191.69999999999985,PASS,,,Close,Entry at Close (6478.50),Stop 1.5x ATR below entry (ATR=127.79),Target 2.0R from entry (Risk=191.70),6478.5,6478.5,-1.0829667361271877,6478.5,6286.8,6861.900000000001,127.78571428571429,191.69999999999982
2025-12-23,TATAMOTORS,CompositeScore,,104,BELOW,357.76,348.16,376.96,2.0,6.4,33.96,False,False,-16.7366,-21.6304,4.8937,False,False,False,False,RSI/MACD fail,Neutral,0,0,,,0,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=357.76 (BELOW), Stop=348.16 (ATR×1.5), Target=376.96 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,0,,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (352.65),Stop 1.5x ATR below entry (ATR=6.40),Target 2.0R from entry (Risk=9.60),352.65,352.65,1.449028782078552,352.65000000000003,343.05,371.85,6.400000000000001,9.600000000000025,PASS,,,Close,Entry at Close (352.65),Stop 1.5x ATR below entry (ATR=6.40),Target 2.0R from entry (Risk=9.60),352.65,352.65,1.4490287820785521,352.65000000000003,343.05,371.85,6.400000000000001,9.600000000000023
2025-12-23,ASIANPAINT,CompositeScore,,12,BELOW,2811.98,2731.69,2972.57,2.0,53.529,41.96,False,False,11.1006,35.0203,-23.9197,False,True,False,False,RSI/MACD fail,Neutral,0,0,2025-12-05,2024-08-08,0,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=2811.98 (BELOW), Stop=2731.69 (ATR×1.5), Target=2972.57 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (2799.90),Stop 1.5x ATR below entry (ATR=53.53),Target 2.0R from entry (Risk=80.30),2799.9,2799.9,0.4314439801421453,2799.9,2719.6000000000004,2960.5,53.52857142857153,80.29999999999973,PASS,,,Close,Entry at Close (2799.90),Stop 1.5x ATR below entry (ATR=53.53),Target 2.0R from entry (Risk=80.30),2799.9,2799.9,0.43144398014214536,2799.9,2719.6000000000004,2960.5,53.52857142857147,80.29999999999973
2025-12-23,UPL,CompositeScore,,41,BELOW,747.67,723.66,795.69,2.0,16.007,50.34,True,False,3.6283,5.2642,-1.6359,False,True,False,False,RSI/MACD fail,Neutral,0,0,,2024-08-07,0,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=747.67 (BELOW), Stop=723.66 (ATR×1.5), Target=795.69 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,1,TSM,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (751.55),Stop 1.5x ATR below entry (ATR=16.01),Target 2.0R from entry (Risk=24.00),751.55,751.55,-0.5162663828088612,751.5500000000001,727.5500000000001,799.5500000000001,16.007142857142842,24.0,PASS,,,Close,Entry at Close (751.55),Stop 1.5x ATR below entry (ATR=16.01),Target 2.0R from entry (Risk=24.00),751.55,751.55,-0.5162663828088612,751.5500000000001,727.5500000000001,799.5500000000001,16.007142857142842,24.0
2025-12-23,INFY,CompositeScore,,24,BELOW,1587.52,1547.4,1667.75,2.0,26.743,71.8,True,True,25.0437,23.3501,1.6937,False,True,False,False,RSI/MACD fail,Overbought,0,0,2025-12-17,2025-07-14,1,1,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=1587.52 (BELOW), Stop=1547.40 (ATR×1.5), Target=1667.75 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,0,,False,EnsembleVote<2;RSI_MACD_Confirm_Fail;LowConfidence(0.50);Audit_FAIL,FAIL,ENTRY deviates 3.1% from canonical (1638.70),Use canonical ENTRY=1638.70 from Close; Ensure all prices are tick-rounded to NSE EQ standard (₹0.05),Close,Entry at Close (1638.70),Stop 1.5x ATR below entry (ATR=26.74),Target 2.0R from entry (Risk=40.10),1638.7,1638.7,-3.1232074205162665,1638.7,1598.6,1718.9,26.742857142857183,40.09999999999991,FAIL,ENTRY deviates 3.1% from canonical (1638.70),Use canonical ENTRY=1638.70 from Close; Ensure all prices are tick-rounded to NSE EQ standard (₹0.05),Close,Entry at Close (1638.70),Stop 1.5x ATR below entry (ATR=26.74),Target 2.0R from entry (Risk=40.10),1638.7,1638.7,-3.1232074205162665,1638.7,1598.6000000000001,1718.9,26.742857142857183,40.09999999999991
2025-12-23,INDUSINDBK,CompositeScore,,34,BELOW,841.03,811.75,899.58,2.0,19.518,48.96,False,False,5.3491,8.9313,-3.5823,False,True,False,False,RSI/MACD fail,Neutral,0,0,2024-09-23,2024-10-08,0,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=841.03 (BELOW), Stop=811.75 (ATR×1.5), Target=899.58 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,0,,False,EnsembleVote<2;RegimeFail;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (844.70),Stop 1.5x ATR below entry (ATR=19.52),Target 2.0R from entry (Risk=29.30),844.7,844.7,-0.4344737776725551,844.7,815.4000000000001,903.3,19.51785714285715,29.299999999999955,PASS,,,Close,Entry at Close (844.70),Stop 1.5x ATR below entry (ATR=19.52),Target 2.0R from entry (Risk=29.30),844.7,844.7,-0.4344737776725551,844.7,815.4000000000001,903.3000000000001,19.51785714285715,29.299999999999955
2025-12-23,RELIANCE,CompositeScore,,31,BELOW,1541.4,1509.57,1605.07,2.0,21.221,49.57,False,False,12.8153,15.3504,-2.5351,False,True,False,False,RSI/MACD fail,Neutral,0,0,2024-08-07,,1,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=1541.40 (BELOW), Stop=1509.57 (ATR×1.5), Target=1605.07 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,1,TSM,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (1565.10),Stop 1.5x ATR below entry (ATR=21.22),Target 2.0R from entry (Risk=31.85),1565.1,1565.1,-1.5142802376844815,1565.1,1533.25,1628.8000000000002,21.221428571428586,31.850000000000136,PASS,,,Close,Entry at Close (1565.10),Stop 1.5x ATR below entry (ATR=21.22),Target 2.0R from entry (Risk=31.85),1565.1,1565.1,-1.5142802376844815,1565.1000000000001,1533.25,1628.8000000000002,21.221428571428582,31.850000000000136
2025-12-23,BHARTIARTL,CompositeScore,,22,BELOW,2092.65,2047.43,2183.1,2.0,30.15,51.81,True,False,3.3571,6.0051,-2.6481,False,True,False,False,RSI/MACD fail,Neutral,0,0,2025-05-08,,1,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=2092.65 (BELOW), Stop=2047.43 (ATR×1.5), Target=2183.10 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at ",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,1,TSM,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (2097.70),Stop 1.5x ATR below entry (ATR=30.15),Target 2.0R from entry (Risk=45.20),2097.7,2097.7,-0.2407398579396352,2097.7000000000003,2052.5,2188.1,30.15000000000006,45.20000000000027,PASS,,,Close,Entry at Close (2097.70),Stop 1.5x ATR below entry (ATR=30.15),Target 2.0R from entry (Risk=45.20),2097.7,2097.7,-0.2407398579396352,2097.7000000000003,2052.5,2188.1,30.15000000000006,45.20000000000027
2025-12-23,HDFCLIFE,CompositeScore,,44,BELOW,764.73,742.2,809.78,2.0,15.018,49.83,False,False,0.6998,1.8457,-1.1459,False,True,False,False,RSI/MACD fail,Neutral,0,0,2025-06-04,2024-08-07,1,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=764.73 (BELOW), Stop=742.20 (ATR×1.5), Target=809.78 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout at Don",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,1,TSM,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (766.45),Stop 1.5x ATR below entry (ATR=15.02),Target 2.0R from entry (Risk=22.55),766.45,766.45,-0.2244112466566673,766.45,743.9000000000001,811.5500000000001,15.017857142857135,22.549999999999955,PASS,,,Close,Entry at Close (766.45),Stop 1.5x ATR below entry (ATR=15.02),Target 2.0R from entry (Risk=22.55),766.45,766.45,-0.22441124665666737,766.45,743.9000000000001,811.5500000000001,15.017857142857135,22.549999999999955
2025-12-23,MARUTI,CompositeScore,,3,BELOW,16199.14,15868.92,16859.57,2.0,220.143,58.77,True,False,127.9231,105.6262,22.2969,False,True,False,False,RSI/MACD fail,Neutral,0,0,,,1,0,,"Selected via CompositeScore fallback (no active signals): ranked by score using RS_ROC20, RVOL20, Trend_OK, breakout flags. Entry=16199.14 (BELOW), Stop=15868.92 (ATR×1.5), Target=16859.57 (2R). RSI(14) ≥50 (bullish bias), MACD cross↑ & above zero with rising histogram; breakout ",0.5,0.4,0.6,0.5,0.0,0,NoModel,No OOS data available,1,TSM,False,EnsembleVote<2;RS_Not_Leader;RSI_MACD_Confirm_Fail;LowConfidence(0.50),PASS,,,Close,Entry at Close (16414.00),Stop 1.5x ATR below entry (ATR=220.14),Target 2.0R from entry (Risk=330.20),16414.0,16414.0,-1.309004508346537,16414.0,16083.8,17074.4,220.14285714285717,330.1999999999989,PASS,,,Close,Entry at Close (16414.00),Stop 1.5x ATR below entry (ATR=220.14),Target 2.0R from entry (Risk=330.20),16414.0,16414.0,-1.309004508346537,16414.0,16083.800000000001,17074.4,220.14285714285714,330.1999999999989
