EntryDate,EntryPrice,ExitDate,ExitPrice,R,Qty,Pnl
2025-06-20,1936.7,2025-07-18,1901.0,-0.7445810055865916,20,-714.0000000000009
2025-06-26,5828.0,2025-07-24,5673.0,-1.010948054973213,6,-930.0
2024-11-25,6138.45,2024-12-23,5849.45,-1.1515009213999572,3,-867.0
2025-11-20,7125.5,2025-12-18,7106.5,-0.08276935044729672,4,-76.0
2025-08-18,2845.9,2025-09-16,2843.0,-0.03282797655144633,11,-31.900000000001
2025-07-15,4454.0,2025-08-12,4645.2,1.365157078743368,7,1338.3999999999987
2025-09-16,3667.8,2025-10-15,3828.7,2.064522041975982,12,1930.7999999999956
2025-06-20,3184.4,2025-07-18,3192.4,0.07524606133897685,9,72.0
2025-08-18,3383.1,2025-09-16,3608.0,1.9187081048141374,8,1799.2000000000007
2025-06-20,1466.2,2025-07-18,1476.0,0.290094090284384,29,284.1999999999987
2025-01-31,1024.65,2025-02-28,963.7,-1.4588195067743734,23,-1401.850000000001
2025-10-17,1166.0,2025-11-18,1154.1,-0.35382818307316694,29,-345.10000000000264
2025-08-18,12765.0,2025-09-16,12578.0,-0.6077065923862571,3,-561.0
