Date,Symbol,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI14,MACD,MACDSignal,MACDHist,ATR14,BB_MA20,BB_Upper,BB_Lower,BB_BandWidth,DonchianH20,DonchianL20,RVOL20,RS_vs_Index,RS_ROC20,KC_Upper,KC_Lower,Squeeze,AVWAP60,IndexUpRegime,InstrumentToken,ATRpct,DonchianH55,DonchianL55,BB_inside_KC,RSI_Overbought,RSI_Oversold,RSI_Above50,MACD_Line,MACD_Signal,MACD_Hist,MACD_CrossUp,MACD_AboveZero,MACD_Hist_Rising,RSI14_H4,RSI_Overbought_H4,RSI_Oversold_H4,RSI_Above50_H4,MACD_Line_H4,MACD_Signal_H4,MACD_Hist_H4,MACD_CrossUp_H4,MACD_AboveZero_H4,MACD_Hist_Rising_H4,Trend_OK,Minervini_Trend,BB_bw_p20_60,SEPA_Flag,BB_slope20,HL_5,Volume_Dry_Up,Pivot_Break,VCP_Flag,Donchian_Mid,Pullback_to_Mid,Donchian_Breakout,MR_Flag,BB_Inside_KC,BBKC_Squeeze_Flag,SqueezeBreakout_Flag,AVWAP_Reclaim_Flag,RS_p80_60,RS_Leader_Flag,TS_Momentum,TS_Momentum_Flag,RSIConfirm_D,MACDConfirm_D,MomentumConfirm_D,RSIConfirm_H4,MACDConfirm_H4,RSI_MACD_Confirm_H4,RSI_MACD_Confirm_D,RSI_MACD_Confirm_OK,RSI14_Status,GoldenBull_Flag,GoldenBear_Flag,GoldenBull_Date,GoldenBear_Date,CompositeScore
2025-12-19,COALINDIA,385.6,386.95,384.05,386.25,3112021.0,382.0280336234613,383.05071606096874,599.9467242327216,61.95652173912931,0.8285591765197751,-0.1371192998702442,0.9656784763900192,4.914285714285699,379.745,388.4252544307059,371.1297455692941,0.04554116255284161,386.95,369.6,0.8348221050227288,0.0148499599482408,2.12850343733475,389.34428362346125,374.7117836234613,0.0,383.8293849092852,1,NSE_EQ|INE522F01014,1.272306981044841,399.3,369.6,False,False,False,True,0.8802225825903065,-0.1270260556441638,1.0072486382344703,False,True,True,61.956521739130565,False,False,True,0.8804110283716113,-0.12674892949987696,1.0071599578714883,False,True,True,0,0,0.04406503816008253,0,-0.000915698919526722,True,False,False,0,378.275,False,0,0,False,0,0,0,1.0544382707683964,1,-0.7447293635582579,0,True,False,True,True,False,True,False,False,Neutral,0,0,,,16.8
2025-12-19,BHARTIARTL,2118.0,2151.7,2101.7,2147.6,7670853.0,2097.4071735826246,2066.1198529855005,2077.9529986547104,60.6629834254142,3.3570655777448337,6.005134090135607,-2.648068512390773,32.0571428571429,2099.945,2158.5061413834833,2046.373858616517,0.05333435568528292,2170.7,2038.0,1.092100192908653,0.080785168525479,-0.6982013224210437,2147.8371735826245,2046.9771735826246,1.0,2054.3710593748096,1,NSE_EQ|INE397D01024,1.4926961658196545,2174.5,1848.1,False,False,False,True,7.337617007611243,6.801148636321178,0.5364683712900646,True,True,True,60.662983425414325,False,False,True,7.337692358371896,6.801259446261019,0.5364329121108771,True,True,True,0,0,0.05591213094801625,0,-0.001770201605037437,True,False,True,0,2104.35,False,0,0,False,0,0,0,6.73643584265299,0,0.06601806810284927,1,True,True,True,True,True,True,True,True,Neutral,0,0,,,21.09
2025-12-19,TATACONSUM,1184.0,1188.7,1174.1,1178.8,670307.0,1162.787402502756,1155.0707044900673,1603.2795277583566,55.92417061611372,2.681253547953247,-0.1153544658032513,2.7966080137564986,20.764285714285734,1163.15,1194.2908983780783,1131.4891016219215,0.05400493318900053,1194.7,1131.9,0.6602834677749226,0.0455973873929385,-0.3634519482714871,1195.659902502756,1129.9149025027561,0.0,1160.6699655830766,1,NSE_EQ|INE192A01025,1.7614765621212873,1202.8,1108.4,True,False,False,True,2.2663120613210594,-0.19850371084748997,2.4648157721685493,False,True,True,55.92417061611372,False,False,True,2.266438733138557,-0.1983174287661894,2.4647561619047464,False,True,True,0,0,0.04661210418154475,0,0.00036857023491558387,True,True,False,0,1163.3000000000002,False,0,0,True,0,0,0,4.2092710856251525,0,-0.2892372625866747,0,True,False,True,True,False,True,False,False,Neutral,0,0,,,13.54
2025-12-19,WIPRO,267.51,273.1,266.8,272.67,14651313.0,257.5488518657584,252.1417584608075,484.8310614699958,81.45546501826362,4.497760100056951,3.991756386002508,0.5060037140544424,4.197142857142855,256.0595,269.89949048091006,243.04150951908997,0.10472152142963845,273.1,244.0,1.7352155430444502,0.0101843151149177,11.526033784612878,263.7056018657584,251.39210186575843,0.0,247.18610908861788,1,NSE_EQ|INE075A01022,1.5392756288344351,273.1,236.0,False,True,False,True,5.153412410864064,4.122792589680115,1.030619821183949,False,True,True,81.45546501826362,True,False,True,5.153486595783448,4.1229016851478075,1.0305849106356408,False,True,True,0,0,0.05992761217633199,0,0.003035251367302497,True,False,False,0,258.55,False,0,0,False,0,0,0,5.29759062155213,1,-0.596074364861862,0,False,False,True,True,False,True,False,False,Overbought,0,0,,,33.35
2025-12-19,DIVISLAB,6500.0,6543.0,6450.5,6511.5,255434.0,6411.483993732408,6410.221285582309,5587.814598031188,56.07923497267749,-24.70508879605404,-27.9631816107088,3.258092814654759,123.85714285714286,6404.7,6552.5416910294925,6260.158308970508,0.0456396203858647,6568.0,6265.0,1.2295909771395839,0.2494955018793517,2.1732308175113735,6588.446493732407,6234.521493732408,0.0,6388.870762597513,1,NSE_EQ|INE361B01024,1.9021291999868364,6904.5,5675.0,True,False,False,True,-22.071737316226063,-27.435402285193046,5.363664968966983,True,False,True,56.07923497267759,False,False,True,-22.07261016357552,-27.436685884213098,5.3640757206375795,True,False,True,1,0,0.04797168915394142,0,-0.0019652196338235924,True,False,True,0,6416.5,False,0,0,True,0,0,1,8.763202426762398,0,15.985783226816224,1,True,False,True,True,True,True,False,False,Neutral,0,0,2025-02-25,,33.65
2025-12-19,CIPLA,1513.0,1522.5,1508.2,1512.9,757496.0,1510.554696898701,1523.3912204418189,2017.474204735937,45.81280788177308,-6.359199986710109,-7.385445519173699,1.02624553246359,19.33571428571432,1510.53,1534.3487196371173,1486.2912803628826,0.0318193755457351,1536.3,1484.8,0.6821689900459537,0.0584255037278945,0.07276094721524462,1539.347196898701,1481.762196898701,0.0,1532.393905182865,0,NSE_EQ|INE059A01026,1.2780563345703166,1673.0,1484.8,True,False,False,False,-6.694974509098984,-7.4535302240256645,0.7585557149266808,True,False,True,45.81280788177348,False,False,False,-6.694242721752971,-7.452454066182272,0.7582113444293004,True,False,True,0,0,0.03240293217319385,0,-0.0020375230710536203,True,True,False,0,1510.55,False,0,0,True,0,0,0,0.6512277232147093,0,-0.7425289312457454,0,False,False,True,False,True,True,False,False,Neutral,0,0,,2025-03-04,13.96
2025-12-19,HCLTECH,1651.9,1673.5,1644.0,1670.3,1339691.0,1647.890246962874,1600.2400638573808,1780.4919170944468,58.11611374407534,21.193564743213077,27.39836175336519,-6.204797010152117,26.72857142857143,1649.5700000000002,1701.4542390753118,1600.4757609246876,0.0611633063999686,1695.4,1592.6,0.5850233070929891,0.0632509704849343,3.874378109452725,1687.1452469628741,1608.635246962874,1.0,1557.5278353355047,1,NSE_EQ|INE860A01027,1.60022579348449,1695.4,1380.4,False,False,False,True,23.419019449195275,27.843215959000105,-4.42419650980483,False,True,True,58.1161137440758,False,False,True,23.419205768854,27.843489958493375,-4.424284189639376,False,True,True,0,0,0.0713579917526598,0,-0.0024298134673925572,False,True,False,0,1644.0,False,0,0,False,0,0,0,7.408259371524958,0,-0.405714082402334,0,True,False,True,True,False,True,False,False,Neutral,0,0,,,12.56
2025-12-19,GRASIM,2812.7,2858.0,2798.1,2809.7,796031.0,2780.767464973155,2784.9356151145093,3228.4752698738457,70.75371549893813,9.455311705108215,-0.5515743022285564,10.006886007336773,41.042857142857166,2759.07,2845.5589388828766,2672.301061117123,0.06279893935901006,2858.0,2679.4,1.625937264755087,0.1083130507116889,2.7387743162205602,2843.5724649731546,2717.962464973155,1.0,2791.1467359130093,1,NSE_EQ|INE047A01021,1.4607558509042662,2977.8,2675.7,False,True,False,True,9.231177228804881,-0.5973829212066166,9.828560150011498,False,True,False,70.75371549893842,True,False,True,9.23194988174646,-0.5962466669009077,9.828196548647366,False,True,False,0,0,0.049685655807624365,0,-0.0027841679846856058,True,False,False,0,2768.7,False,0,0,False,0,0,0,1.43783225775899,1,-0.5925904444283332,0,False,False,False,True,False,True,False,False,Overbought,0,0,,2025-03-04,30.73
2025-12-19,SBIN,981.1,983.0,972.55,974.3,5959037.0,965.4808655266952,942.3743852212637,994.0263412697285,50.59820538384752,6.773337468739896,7.170808343397458,-0.3974708746575617,13.832142857142856,968.25,988.122910425005,947.7770895749951,0.04168171997521554,999.0,944.45,0.6207792009860817,0.0377526341733933,0.174789224758376,987.2046155266951,943.7571155266953,1.0,932.0431199551192,1,NSE_EQ|INE062A01020,1.4197005909004266,999.0,857.25,False,False,False,True,6.294494413179791,7.074772175724201,-0.7802777625444097,False,True,True,50.59820538384842,False,False,True,6.294704990107448,7.075081847670968,-0.7803768575635202,False,True,True,0,0,0.0467519932478589,0,-0.0021638312560017187,True,True,False,0,971.725,False,0,0,False,0,0,0,8.41022220259973,0,-0.4616532213504255,0,True,False,True,True,False,True,False,False,Neutral,0,0,,2025-03-04,12.89
2025-12-19,POWERGRID,259.1,265.6,259.05,265.0,10054250.0,266.495557618528,273.20362663275836,284.67075062944184,41.3407821229011,-4.193722355656632,-4.010606524821506,-0.1831158308351259,4.192857142857146,267.055,277.1275658428488,257.1374341571513,0.07483227119761734,279.05,255.8,0.9003393856592844,0.010145803807998,-4.538904899135455,272.89305761852785,260.0980576185281,1.0,278.2289395481094,0,NSE_EQ|INE752E01010,1.5822102425876023,296.65,255.8,False,False,False,False,-4.070072550282475,-3.985872648140232,-0.08419990214224349,False,False,True,41.34078212290508,False,False,False,-4.070075632009889,-3.985877180092158,-0.08419845191773101,False,False,True,0,0,0.04757972274678127,0,-0.0029189958037882644,True,False,False,0,267.425,True,0,0,False,0,0,0,0.947533959464258,0,0.08878754262705946,0,False,False,True,False,False,False,False,False,Neutral,0,0,2025-07-23,2025-07-29,17.42
